1760510186.352255 server started (412975): version next-3.7, socket /tmp/smux-1000/default, protocol 8
1760510186.352271 on Linux 6.16.7-arch1-1 #1 SMP PREEMPT_DYNAMIC Thu, 11 Sep 2025 17:42:36 +0000
1760510186.352278 using libevent 2.1.12-stable poll
1760510186.352279 using ncurses 6.5 20240427
1760510186.352504 input_key_build: 0x850000010e271 (M-S-Right[I]) is \033[1;4C
1760510186.352505 input_key_build: 0x870000010e25b (C-M-S-F1[I]) is \033[1;8P
1760510186.352506 input_key_build: 0x870000010e25c (C-M-S-F2[I]) is \033[1;8Q
1760510186.352507 input_key_build: 0x870000010e25d (C-M-S-F3[I]) is \033[1;8R
1760510186.352508 input_key_build: 0x870000010e25e (C-M-S-F4[I]) is \033[1;8S
1760510186.352509 input_key_build: 0x870000010e25f (C-M-S-F5[I]) is \033[15;8~
1760510186.352510 input_key_build: 0x870000010e260 (C-M-S-F6[I]) is \033[17;8~
1760510186.352511 input_key_build: 0x870000010e261 (C-M-S-F7[I]) is \033[18;8~
1760510186.352512 input_key_build: 0x870000010e262 (C-M-S-F8[I]) is \033[19;8~
1760510186.352513 input_key_build: 0x870000010e263 (C-M-S-F9[I]) is \033[20;8~
1760510186.352514 input_key_build: 0x870000010e264 (C-M-S-F10[I]) is \033[21;8~
1760510186.352516 input_key_build: 0x870000010e265 (C-M-S-F11[I]) is \033[23;8~
1760510186.352517 input_key_build: 0x870000010e266 (C-M-S-F12[I]) is \033[24;8~
1760510186.352518 input_key_build: 0x870000010e267 (C-M-S-IC[I]) is \033[2;8~
1760510186.352519 input_key_build: 0x870000010e268 (C-M-S-DC[I]) is \033[3;8~
1760510186.352520 input_key_build: 0x870000010e269 (C-M-S-Home[I]) is \033[1;8H
1760510186.352521 input_key_build: 0x870000010e26a (C-M-S-End[I]) is \033[1;8F
1760510186.352522 input_key_build: 0x870000010e26b (C-M-S-NPage[I]) is \033[6;8~
1760510186.352523 input_key_build: 0x870000010e26c (C-M-S-PPage[I]) is \033[5;8~
1760510186.352524 input_key_build: 0x870000010e26e (C-M-S-Up[I]) is \033[1;8A
1760510186.352525 input_key_build: 0x870000010e26f (C-M-S-Down[I]) is \033[1;8B
1760510186.352526 input_key_build: 0x870000010e270 (C-M-S-Left[I]) is \033[1;8D
1760510186.352527 input_key_build: 0x870000010e271 (C-M-S-Right[I]) is \033[1;8C
1760510186.352540 yylex_token: end at WS
1760510186.352541 yylex_token: bind
1760510186.352543 yylex_token: end at WS
1760510186.352543 yylex_token: -N
1760510186.352544 yylex_token: end at WS
1760510186.352545 yylex_token: Send the prefix key
1760510186.352546 yylex_token: end at WS
1760510186.352547 yylex_token: C-b
1760510186.352548 yylex_token: end at WS
1760510186.352549 yylex_token: send-prefix
1760510186.352551 cmd_parse_build_commands 0:0: bind
1760510186.352552 cmd_parse_build_commands 0:1: -N
1760510186.352554 cmd_parse_build_commands 0:2: Send the prefix key
1760510186.352554 cmd_parse_build_commands 0:3: C-b
1760510186.352556 cmd_parse_build_commands 0:4 0:0: send-prefix
1760510186.352560 cmd_parse_build_commands 0:0: send-prefix
1760510186.352564 args_parse: flags end at 1 of 1
1760510186.352565 cmd_parse_build_commands: send-prefix
1760510186.352566 args_parse_flags: next -N
1760510186.352567 args_parse_flag_argument: -N = Send the prefix key
1760510186.352568 args_parse_flags: next C-b
1760510186.352569 args_parse: flags end at 3 of 5
1760510186.352570 args_parse: 3 = C-b (type STRING)
1760510186.352572 args_parse: 4 = send-prefix (type COMMANDS)
1760510186.352575 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1760510186.352577 cmdq_get_command: [bind-key/0x55da55979c90] group 10
1760510186.352578 cmdq_append <global>: [bind-key/0x55da55979c90]
1760510186.352579 yylex_token: end at WS
1760510186.352580 yylex_token: bind
1760510186.352581 yylex_token: end at WS
1760510186.352581 yylex_token: -N
1760510186.352583 yylex_token: end at WS
1760510186.352584 yylex_token: Rotate through the panes
1760510186.352584 yylex_token: end at WS
1760510186.352585 yylex_token: C-o
1760510186.352586 yylex_token: end at WS
1760510186.352587 yylex_token: rotate-window
1760510186.352588 cmd_parse_build_commands 0:0: bind
1760510186.352589 cmd_parse_build_commands 0:1: -N
1760510186.352590 cmd_parse_build_commands 0:2: Rotate through the panes
1760510186.352591 cmd_parse_build_commands 0:3: C-o
1760510186.352592 cmd_parse_build_commands 0:4 0:0: rotate-window
1760510186.352593 cmd_parse_build_commands 0:0: rotate-window
1760510186.352595 args_parse: flags end at 1 of 1
1760510186.352596 cmd_parse_build_commands: rotate-window
1760510186.352596 args_parse_flags: next -N
1760510186.352597 args_parse_flag_argument: -N = Rotate through the panes
1760510186.352598 args_parse_flags: next C-o
1760510186.352599 args_parse: flags end at 3 of 5
1760510186.352600 args_parse: 3 = C-o (type STRING)
1760510186.352601 args_parse: 4 = rotate-window (type COMMANDS)
1760510186.352603 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1760510186.352604 cmdq_get_command: [bind-key/0x55da5597a820] group 18
1760510186.352605 cmdq_append <global>: [bind-key/0x55da5597a820]
1760510186.352606 yylex_token: end at WS
1760510186.352607 yylex_token: bind
1760510186.352608 yylex_token: end at WS
1760510186.352608 yylex_token: -N
1760510186.352609 yylex_token: end at WS
1760510186.352610 yylex_token: Suspend the current client
1760510186.352611 yylex_token: end at WS
1760510186.352612 yylex_token: C-z
1760510186.352613 yylex_token: end at WS
1760510186.352613 yylex_token: suspend-client
1760510186.352615 cmd_parse_build_commands 0:0: bind
1760510186.352615 cmd_parse_build_commands 0:1: -N
1760510186.352616 cmd_parse_build_commands 0:2: Suspend the current client
1760510186.352617 cmd_parse_build_commands 0:3: C-z
1760510186.352618 cmd_parse_build_commands 0:4 0:0: suspend-client
1760510186.352620 cmd_parse_build_commands 0:0: suspend-client
1760510186.352622 args_parse: flags end at 1 of 1
1760510186.352623 cmd_parse_build_commands: suspend-client
1760510186.352624 args_parse_flags: next -N
1760510186.352625 args_parse_flag_argument: -N = Suspend the current client
1760510186.352625 args_parse_flags: next C-z
1760510186.352626 args_parse: flags end at 3 of 5
1760510186.352627 args_parse: 3 = C-z (type STRING)
1760510186.352628 args_parse: 4 = suspend-client (type COMMANDS)
1760510186.352630 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1760510186.352631 cmdq_get_command: [bind-key/0x55da55979280] group 26
1760510186.352632 cmdq_append <global>: [bind-key/0x55da55979280]
1760510186.352633 yylex_token: end at WS
1760510186.352634 yylex_token: bind
1760510186.352634 yylex_token: end at WS
1760510186.352635 yylex_token: -N
1760510186.352636 yylex_token: end at WS
1760510186.352637 yylex_token: Select next layout
1760510186.352639 yylex_token: end at WS
1760510186.352639 yylex_token: Space
1760510186.352640 yylex_token: end at WS
1760510186.352641 yylex_token: next-layout
1760510186.352642 cmd_parse_build_commands 0:0: bind
1760510186.352643 cmd_parse_build_commands 0:1: -N
1760510186.352644 cmd_parse_build_commands 0:2: Select next layout
1760510186.352645 cmd_parse_build_commands 0:3: Space
1760510186.352646 cmd_parse_build_commands 0:4 0:0: next-layout
1760510186.352647 cmd_parse_build_commands 0:0: next-layout
1760510186.352648 args_parse: flags end at 1 of 1
1760510186.352649 cmd_parse_build_commands: next-layout
1760510186.352650 args_parse_flags: next -N
1760510186.352651 args_parse_flag_argument: -N = Select next layout
1760510186.352652 args_parse_flags: next Space
1760510186.352653 args_parse: flags end at 3 of 5
1760510186.352654 args_parse: 3 = Space (type STRING)
1760510186.352655 args_parse: 4 = next-layout (type COMMANDS)
1760510186.352665 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1760510186.352667 cmdq_get_command: [bind-key/0x55da5597afb0] group 34
1760510186.352667 cmdq_append <global>: [bind-key/0x55da5597afb0]
1760510186.352668 yylex_token: end at WS
1760510186.352669 yylex_token: bind
1760510186.352670 yylex_token: end at WS
1760510186.352671 yylex_token: -N
1760510186.352672 yylex_token: end at WS
1760510186.352672 yylex_token: Break pane to a new window
1760510186.352673 yylex_token: end at WS
1760510186.352674 yylex_token: !
1760510186.352675 yylex_token: end at WS
1760510186.352676 yylex_token: break-pane
1760510186.352677 cmd_parse_build_commands 0:0: bind
1760510186.352678 cmd_parse_build_commands 0:1: -N
1760510186.352679 cmd_parse_build_commands 0:2: Break pane to a new window
1760510186.352679 cmd_parse_build_commands 0:3: !
1760510186.352680 cmd_parse_build_commands 0:4 0:0: break-pane
1760510186.352681 cmd_parse_build_commands 0:0: break-pane
1760510186.352682 args_parse: flags end at 1 of 1
1760510186.352683 cmd_parse_build_commands: break-pane
1760510186.352684 args_parse_flags: next -N
1760510186.352685 args_parse_flag_argument: -N = Break pane to a new window
1760510186.352686 args_parse_flags: next !
1760510186.352687 args_parse: flags end at 3 of 5
1760510186.352688 args_parse: 3 = ! (type STRING)
1760510186.352689 args_parse: 4 = break-pane (type COMMANDS)
1760510186.352691 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1760510186.352692 cmdq_get_command: [bind-key/0x55da5597b390] group 42
1760510186.352693 cmdq_append <global>: [bind-key/0x55da5597b390]
1760510186.352694 yylex_token: end at WS
1760510186.352695 yylex_token: bind
1760510186.352695 yylex_token: end at WS
1760510186.352696 yylex_token: -N
1760510186.352697 yylex_token: end at WS
1760510186.352698 yylex_token: Split window vertically
1760510186.352699 yylex_token: end at WS
1760510186.352700 yylex_token: "
1760510186.352700 yylex_token: end at WS
1760510186.352701 yylex_token: split-window
1760510186.352702 cmd_parse_build_commands 0:0: bind
1760510186.352703 cmd_parse_build_commands 0:1: -N
1760510186.352704 cmd_parse_build_commands 0:2: Split window vertically
1760510186.352705 cmd_parse_build_commands 0:3: "
1760510186.352706 cmd_parse_build_commands 0:4 0:0: split-window
1760510186.352707 cmd_parse_build_commands 0:0: split-window
1760510186.352709 args_parse: flags end at 1 of 1
1760510186.352710 cmd_parse_build_commands: split-window
1760510186.352711 args_parse_flags: next -N
1760510186.352712 args_parse_flag_argument: -N = Split window vertically
1760510186.352713 args_parse_flags: next "
1760510186.352714 args_parse: flags end at 3 of 5
1760510186.352715 args_parse: 3 = " (type STRING)
1760510186.352716 args_parse: 4 = split-window (type COMMANDS)
1760510186.352718 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1760510186.352719 cmdq_get_command: [bind-key/0x55da5597b8c0] group 50
1760510186.352720 cmdq_append <global>: [bind-key/0x55da5597b8c0]
1760510186.352722 yylex_token: end at WS
1760510186.352723 yylex_token: bind
1760510186.352724 yylex_token: end at WS
1760510186.352725 yylex_token: -N
1760510186.352725 yylex_token: end at WS
1760510186.352726 yylex_token: List all paste buffers
1760510186.352727 yylex_token: end at WS
1760510186.352728 yylex_token: #
1760510186.352729 yylex_token: end at WS
1760510186.352729 yylex_token: list-buffers
1760510186.352731 cmd_parse_build_commands 0:0: bind
1760510186.352731 cmd_parse_build_commands 0:1: -N
1760510186.352732 cmd_parse_build_commands 0:2: List all paste buffers
1760510186.352733 cmd_parse_build_commands 0:3: #
1760510186.352734 cmd_parse_build_commands 0:4 0:0: list-buffers
1760510186.352735 cmd_parse_build_commands 0:0: list-buffers
1760510186.352737 args_parse: flags end at 1 of 1
1760510186.352738 cmd_parse_build_commands: list-buffers
1760510186.352739 args_parse_flags: next -N
1760510186.352740 args_parse_flag_argument: -N = List all paste buffers
1760510186.352741 args_parse_flags: next #
1760510186.352741 args_parse: flags end at 3 of 5
1760510186.352742 args_parse: 3 = # (type STRING)
1760510186.352743 args_parse: 4 = list-buffers (type COMMANDS)
1760510186.352745 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1760510186.352747 cmdq_get_command: [bind-key/0x55da5597bcf0] group 58
1760510186.352748 cmdq_append <global>: [bind-key/0x55da5597bcf0]
1760510186.352748 yylex_token: end at WS
1760510186.352749 yylex_token: bind
1760510186.352750 yylex_token: end at WS
1760510186.352751 yylex_token: -N
1760510186.352752 yylex_token: end at WS
1760510186.352752 yylex_token: Rename current session
1760510186.352753 yylex_token: end at WS
1760510186.352754 yylex_token: $
1760510186.352755 yylex_token: end at WS
1760510186.352755 yylex_token: command-prompt
1760510186.352756 yylex_token: end at WS
1760510186.352757 yylex_token: -I#S
1760510186.352758 yylex_token: end at WS
1760510186.352759 yylex_token: rename-session
1760510186.352760 yylex_token: end at WS
1760510186.352760 yylex_token: --
1760510186.352761 yylex_token: end at WS
1760510186.352762 yylex_token: %%
1760510186.352763 cmd_parse_build_commands 0:0: bind
1760510186.352764 cmd_parse_build_commands 0:1: -N
